S.N.,Date,Total Transactions,Total Traded Shares,Total Traded Amount,Max. Price,Min. Price,Close Price
639,1/2/2017,138,19457,10709727,560,545,545
640,1/1/2017,125,18373,10076866,555,535,545
641,12/29/2016,115,19494,10089179,526,502,526
642,12/28/2016,30,5725,2863189,505,495,498
643,12/27/2016,54,10568,5233623,506,483,495
644,12/26/2016,57,7763,3894717,510,497,497
645,12/22/2016,46,8026,4103396,513,506,513
646,12/21/2016,32,6654,3429880,525,500,511
647,12/20/2016,47,9974,5158258,530,505,520
648,12/19/2016,53,6963,3662720,535,520,520
649,12/18/2016,52,6847,3651601,540,525,540
650,12/15/2016,27,4365,2336919,542,530,542
651,12/14/2016,30,5246,2776288,535,525,530
652,12/12/2016,11,1484,775586,530,515,525
653,12/11/2016,27,3290,1755127,541,529,530
654,12/8/2016,32,4444,2408365,550,540,540
655,12/7/2016,24,1850,1014612,553,543,550
656,12/6/2016,37,3030,1658237,555,540,550
657,12/5/2016,31,3418,1858251,558,530,545
658,12/4/2016,43,3739,2095270,571,558,558
659,12/1/2016,91,12639,7301002,590,556,575
660,11/30/2016,108,17082,9590594,589,550,576
661,11/29/2016,71,6827,3685039,560,505,555
662,11/28/2016,96,20030,9903603,535,480,525
663,11/27/2016,95,14556,7400232,528,500,502
664,11/24/2016,62,10536,5553951,540,523,527
665,11/23/2016,64,9827,5206229,540,520,525
666,11/22/2016,44,6174,3389711,560,538,550
667,11/21/2016,54,6653,3669875,565,541,555
668,11/20/2016,34,6046,3314277,571,530,556
669,11/17/2016,41,5087,2979229,595,580,580
670,11/16/2016,39,4803,2861582,600,588,595
671,11/15/2016,41,7995,4812885,612,590,596
672,11/14/2016,51,6752,4045871,609,595,600
673,11/13/2016,37,7038,4235385,610,598,600
674,11/10/2016,50,4874,2927348,607,596,600
675,11/9/2016,53,5406,3247293,613,594,600
676,11/8/2016,45,5340,3293823,630,605,610
677,11/7/2016,23,1784,1127016,646,615,625
678,11/3/2016,9,906,577224,650,626,645
679,10/27/2016,21,2964,1899283,645,630,638
680,10/26/2016,26,4364,2809908,650,640,642
681,10/25/2016,32,3856,2481779,650,640,645
682,10/24/2016,34,7673,5004546,661,649,653
683,10/23/2016,38,6226,4100594,665,655,655
684,10/20/2016,23,2944,1967195,677,661,669
685,10/19/2016,29,3950,2620054,670,660,665
686,10/18/2016,19,1206,804747,675,661,670
687,10/17/2016,26,3931,2631477,683,660,669
688,10/16/2016,15,1795,1231305,703,679,683
689,10/6/2016,18,2238,1518931,690,670,683
690,10/5/2016,13,1002,674106,680,667,680
691,10/4/2016,26,7550,5062162,680,667,668
692,10/3/2016,24,2351,1602075,690,670,672
693,10/2/2016,35,4644,3147376,684,670,680
694,9/29/2016,29,3261,2179255,670,660,670
695,9/28/2016,18,1414,952154,677,670,672
696,9/27/2016,48,4456,3015421,684,672,672
697,9/26/2016,61,10691,7175950,690,659,675
698,9/25/2016,762,114461,114824129,1020,990,995
699,9/22/2016,248,31362,31848766,1032,997,1019
700,9/21/2016,169,24012,24686690,1045,1020,1025
701,9/20/2016,254,42584,44752147,1071,1040,1044
702,9/18/2016,105,11307,11817951,1052,1035,1050
703,9/14/2016,95,11695,12301220,1059,1046,1050
704,9/12/2016,161,29095,30665683,1060,1048,1050
705,9/11/2016,151,29449,30976283,1075,1042,1050
706,9/8/2016,90,15717,16504253,1058,1040,1054
707,9/7/2016,278,62511,65481612,1065,1011,1065
708,9/6/2016,106,25608,26702176,1055,1011,1028
709,9/5/2016,159,34803,36427617,1056,1020,1043
710,9/4/2016,85,13611,13681335,1029,989,1020
711,9/1/2016,115,15887,15973715,1010,990,998
712,8/31/2016,81,19708,19578397,1005,985,999
713,8/30/2016,82,16862,16755667,1002,983,999
714,8/29/2016,82,14088,13758972,995,965,983
715,8/28/2016,57,5090,4924410,980,958,965
716,8/24/2016,68,7338,7059284,984,951,970
717,8/23/2016,80,12823,12308227,983,948,970
718,8/22/2016,64,6697,6511253,1000,962,964
719,8/21/2016,74,8813,8816939,1013,985,995
720,8/17/2016,123,16569,16601481,1010,972,1000
721,8/16/2016,141,30158,29962681,1001,970,985
722,8/15/2016,144,27993,27328435,1006,946,970
723,8/14/2016,94,20556,20035729,1001,955,968
724,8/11/2016,145,33089,33098281,1020,992,1020
725,8/10/2016,191,53909,53784988,1020,936,1010
726,8/9/2016,16,3567,3473347,995,923,995
727,8/8/2016,76,16460,15371467,965,901,905
728,8/7/2016,136,25130,25039877,1006,970,972
729,8/4/2016,143,30904,30373426,995,955,970
730,8/3/2016,100,23444,23497177,1019,982,1002
731,8/2/2016,141,58079,58488030,1015,1000,1000
732,8/1/2016,154,33867,34223095,1050,995,1030
733,7/31/2016,128,28865,29774506,1068,1020,1038
734,7/28/2016,143,33191,34914371,1069,1029,1060
735,7/27/2016,169,40667,43100183,1099,1035,1081
736,7/26/2016,200,37909,40983128,1113,1045,1082
737,7/25/2016,252,63729,64132381,1065,985,1065
738,7/21/2016,200,43680,42840235,1010,954,984
739,7/20/2016,272,73449,70610321,976,900,976
740,7/19/2016,203,53355,46055239,899,830,888
741,7/18/2016,104,28713,24282672,865,814,833
742,7/17/2016,184,46553,38156850,844,765,844
743,7/14/2016,48,11763,8998421,775,755,768
744,7/13/2016,46,10620,8007271,768,740,760
745,7/12/2016,58,8705,6641752,784,720,766
746,7/11/2016,114,27375,21279724,789,761,777
747,7/10/2016,36,4691,3548440,765,740,761
748,7/6/2016,91,24816,18965190,775,743,761
749,7/5/2016,68,20430,14750377,750,713,745
750,7/4/2016,50,5677,4087850,730,710,730
751,7/3/2016,47,11526,8282487,720,713,719
752,6/30/2016,62,19936,14451845,729,716,722
753,6/29/2016,32,10899,7932804,732,724,727
754,6/28/2016,49,12542,9154895,735,721,735
755,6/27/2016,77,22093,15966204,739,713,739
756,6/26/2016,36,7223,5121182,712,703,710
757,6/23/2016,33,6052,4275171,720,696,702
758,6/22/2016,37,11454,8181899,728,706,720
759,6/21/2016,40,9949,7022531,720,700,703
760,6/20/2016,50,10740,7545962,710,697,700
761,6/19/2016,36,18341,12933260,714,693,705
762,6/16/2016,49,14568,10267030,722,697,713
763,6/15/2016,42,11057,7937373,723,712,720
764,6/14/2016,106,35182,25298420,725,710,721
765,6/13/2016,151,40671,28383419,710,680,700
766,6/12/2016,19,4476,3027832,689,668,675
767,6/9/2016,45,7948,5422602,694,677,677
768,6/8/2016,59,11892,8086110,689,676,677
769,6/7/2016,31,9201,6186237,680,661,677
770,6/6/2016,25,4113,2726752,670,647,670
771,6/5/2016,63,8658,5735256,674,650,668
772,6/2/2016,60,14888,9934706,682,656,668
773,6/1/2016,51,10461,6845190,665,648,656
774,5/31/2016,33,7732,5098912,667,653,659
775,5/30/2016,31,6432,4287041,679,665,666
776,5/29/2016,42,10097,6749106,679,660,679
777,5/26/2016,25,5751,3902538,689,657,679
778,5/25/2016,43,13438,9073302,692,671,682
779,5/24/2016,49,7665,5286530,695,685,690
780,5/23/2016,40,14290,9764487,690,677,685
781,5/22/2016,24,2404,1636156,686,670,680
782,5/19/2016,52,14300,9713996,694,675,684
783,5/18/2016,43,7927,5423667,693,680,683
784,5/17/2016,69,16189,10889112,680,662,680
785,5/16/2016,24,4406,2896216,663,653,663
786,5/15/2016,31,4754,3149707,667,654,666
787,5/12/2016,92,26491,17477537,673,655,673
788,5/11/2016,41,11538,7490374,655,640,655
789,5/10/2016,34,3444,2241677,659,637,642
790,5/9/2016,71,20133,13029520,663,640,649
791,5/8/2016,36,5668,3564553,644,617,634
792,5/5/2016,26,6608,4139075,632,610,632
793,5/4/2016,27,5406,3414300,639,629,632
794,5/3/2016,39,7259,4633403,644,635,640
795,5/2/2016,39,18127,11467485,645,627,640
796,4/28/2016,40,7618,4933592,651,638,638
797,4/27/2016,55,10197,6611583,655,632,647
798,4/26/2016,38,6470,4155678,651,638,638
799,4/25/2016,55,11479,7493199,663,641,655
800,4/24/2016,53,11906,7541497,649,622,640
801,4/21/2016,66,26726,16235359,630,595,630
802,4/20/2016,54,12246,7361983,607,596,605
803,4/19/2016,27,2370,1416095,605,590,599
804,4/18/2016,43,12148,7248505,612,570,612
805,4/17/2016,35,7426,4379665,602,582,595
806,4/14/2016,17,3092,1771336,591,560,591
807,4/12/2016,9,1071,603510,565,560,560
808,4/11/2016,22,2445,1409412,584,572,576
809,4/10/2016,193,35135,23737440,685,670,671
810,4/6/2016,104,17535,11952975,689,677,680
811,4/5/2016,114,22777,15508820,685,670,684
812,4/4/2016,78,12643,8525338,680,670,680
813,4/3/2016,72,15676,10478399,690,652,670
814,3/31/2016,40,7572,4988530,663,655,658
815,3/30/2016,53,8799,5864634,680,661,665
816,3/29/2016,44,7922,5281524,673,657,669
817,3/28/2016,64,16225,10830318,685,658,671
818,3/27/2016,107,25338,16658204,673,650,673
819,3/24/2016,64,11367,7485528,678,651,655
820,3/23/2016,46,8568,5600722,664,648,653
821,3/21/2016,102,24495,16078607,666,648,648
822,3/20/2016,68,16552,10983700,671,656,660
823,3/17/2016,72,14604,9756375,672,665,665
824,3/16/2016,48,9375,6249373,679,655,674
825,3/15/2016,76,14526,9613635,674,655,665
826,3/14/2016,143,31398,21493117,715,665,672
827,3/13/2016,444,133833,95856392,734,700,707
828,3/10/2016,189,69293,46707061,693,640,693
829,3/6/2016,92,22567,14134927,635,610,630
830,3/3/2016,122,31519,19177235,620,590,617
831,3/2/2016,34,3609,2136405,609,580,599
832,3/1/2016,26,4675,2730512,590,583,585
833,2/29/2016,22,4735,2780790,590,586,589
834,2/28/2016,35,10168,6007273,595,587,590
835,2/25/2016,33,5816,3430324,605,581,585
836,2/24/2016,21,4249,2518299,603,590,595
837,2/23/2016,71,16364,9764387,609,585,605
838,2/22/2016,35,6229,3688123,595,585,590
839,2/21/2016,54,21553,12728549,598,585,590
840,2/18/2016,57,20751,12270075,596,588,588
841,2/17/2016,68,14601,8528821,590,560,590
842,2/16/2016,19,4767,2799893,600,571,576
843,2/15/2016,37,10726,6061864,590,555,590
844,2/14/2016,46,7802,4436076,579,561,570
845,2/11/2016,21,4680,2730671,590,580,580
846,2/8/2016,43,10270,6059581,594,584,590
847,2/7/2016,51,12440,7361320,604,585,595
848,2/4/2016,49,11203,6492736,589,573,589
849,2/3/2016,26,4671,2684609,580,572,574
850,2/2/2016,33,7156,4168977,595,580,580
851,2/1/2016,47,12969,7545537,588,572,584
852,1/31/2016,21,5068,2918430,590,571,574
853,1/28/2016,29,6324,3664624,585,576,582
854,1/27/2016,24,4958,2893376,590,580,585
855,1/26/2016,49,16386,9752865,601,593,595
856,1/25/2016,34,7231,4345564,615,594,595
857,1/24/2016,85,34629,20527497,599,589,599
858,1/21/2016,101,23814,13960635,600,577,583
859,1/20/2016,136,53666,31675099,615,579,593
860,1/19/2016,54,15212,8613242,576,547,568
861,1/18/2016,103,19463,11291000,608,561,580
862,1/17/2016,130,69927,39014550,591,541,575
863,1/14/2016,56,22823,12096491,545,524,545
864,1/13/2016,19,2677,1399719,531,517,529
865,1/12/2016,25,4907,2569746,526,521,521
866,1/11/2016,42,11440,5985031,529,511,525
867,1/10/2016,23,5622,2894903,520,506,518
868,1/7/2016,32,7371,3793858,520,505,515
869,1/6/2016,21,4686,2343512,507,495,500
870,1/5/2016,20,4135,2078994,515,500,505
871,1/4/2016,37,6760,3441749,528,502,506
872,1/3/2016,24,8407,4251883,518,499,518
873,12/31/2015,29,5772,2944277,513,500,508
874,12/29/2015,31,7138,3572922,508,496,500
875,12/28/2015,16,2290,1144350,504,497,499
876,12/27/2015,31,12349,6175634,505,499,502
877,12/24/2015,45,11469,5764821,510,490,510
878,12/23/2015,26,6162,3098292,510,496,496
879,12/22/2015,96,21836,11421371,559,510,512
880,12/21/2015,179,47347,24243546,529,481,529
881,12/20/2015,42,16618,7859498,483,462,481
882,12/17/2015,10,1388,637154,468,451,465
883,12/16/2015,14,7554,3401659,453,448,450
884,12/15/2015,11,3918,1732598,446,440,445
885,12/14/2015,12,2818,1270993,453,450,450
886,12/13/2015,10,1652,755440,465,456,456
887,12/10/2015,9,934,429220,469,450,465
888,12/9/2015,10,1612,743343,469,460,469
889,12/8/2015,13,2091,946978,455,447,451
890,12/7/2015,12,860,391040,456,454,455
891,12/6/2015,13,2902,1335158,468,459,465
892,12/3/2015,9,3472,1572584,459,450,450
893,12/2/2015,13,3272,1468984,451,445,451
894,12/1/2015,21,5943,2658366,454,439,454
895,11/30/2015,24,4935,2134577,450,424,431
896,11/29/2015,37,9273,3936822,442,420,420
897,11/26/2015,21,2656,1172867,450,435,447
898,11/25/2015,28,6331,2852031,461,448,450
899,11/24/2015,14,1170,531661,461,451,455
900,11/23/2015,13,4235,1907885,452,449,452
901,11/22/2015,17,2625,1190408,460,451,452
902,11/19/2015,9,1940,912850,475,460,465
903,11/18/2015,5,1230,576640,475,467,470
904,11/16/2015,2,250,116950,471,467,471
905,11/15/2015,6,1170,553870,475,470,475
906,11/10/2015,12,8443,4023172,485,474,477
907,11/9/2015,16,4949,2351788,483,469,483
908,11/8/2015,7,607,276552,462,451,462
909,11/5/2015,6,878,404480,463,460,460
910,11/4/2015,6,1462,681376,470,449,466
911,11/3/2015,3,81,36915,457,455,457
912,11/2/2015,15,3088,1434022,470,450,461
913,11/1/2015,15,4509,2063283,469,450,456
914,10/29/2015,9,1970,922200,475,466,470
915,10/28/2015,16,2955,1368611,472,455,466
916,10/27/2015,10,3737,1751510,472,465,472
917,10/25/2015,13,2481,1194861,490,480,481
918,10/19/2015,11,2033,998600,500,489,500
919,10/18/2015,15,8306,4064550,495,487,495
920,10/15/2015,27,6688,3270296,499,476,499
921,10/14/2015,37,9865,4967086,540,493,494
922,10/11/2015,272,93601,49644307,544,504,530
923,10/8/2015,44,15581,7496975,495,443,495
924,10/7/2015,5,511,226240,450,440,450
925,10/6/2015,20,5822,2551250,445,435,440
926,10/5/2015,15,2871,1282625,460,442,445
927,10/4/2015,7,2200,991200,455,443,451
928,10/1/2015,14,5128,2310969,460,444,459
929,9/30/2015,20,4851,2200320,468,442,450
930,9/29/2015,3,2289,1030140,459,450,450
931,9/28/2015,9,1581,713289,454,446,450
932,9/24/2015,5,956,439860,461,456,460
933,9/23/2015,20,9252,4268830,474,460,465
934,9/22/2015,16,9991,4642437,471,456,456
935,9/17/2015,19,5292,2541780,488,475,480
936,9/16/2015,5,1186,578936,490,486,487
937,9/15/2015,8,1356,672126,505,486,495
938,9/14/2015,19,4489,2263296,511,492,500
939,9/13/2015,9,9190,4422736,500,480,500
940,9/10/2015,10,7097,3424204,489,472,479
941,9/9/2015,1,41,19680,480,480,480
942,9/8/2015,5,651,322088,496,488,488
943,9/7/2015,11,2252,1091608,497,475,497
944,9/6/2015,8,1710,823782,485,474,480
945,9/3/2015,4,760,360690,478,465,465
946,9/2/2015,2,1000,486000,486,486,486
947,9/1/2015,8,6425,3195841,500,493,495
948,8/31/2015,7,3126,1560900,503,496,500
949,8/27/2015,7,1382,691410,505,500,500
950,8/26/2015,3,1300,656700,506,505,505
951,8/25/2015,17,3076,1540334,515,496,515
952,8/24/2015,13,2386,1208981,509,505,506
953,8/23/2015,11,8354,4266993,516,505,506
954,8/20/2015,18,5070,2747398,548,525,525
955,8/19/2015,27,4816,2481868,528,510,528
956,8/18/2015,71,17564,8882141,518,494,518
957,8/17/2015,41,14033,6783465,485,449,485
958,8/16/2015,139,15570,7003978,456,441,441
959,8/13/2015,57,8463,3815927,459,438,444
960,8/12/2015,41,4305,1912728,450,436,445
961,8/11/2015,23,2244,1040914,470,452,455
962,8/10/2015,64,8260,3946984,488,470,479
963,8/9/2015,51,9306,4284284,469,450,469
964,8/6/2015,50,8242,3792897,465,455,463
965,8/5/2015,50,6625,2937510,459,437,452
966,8/4/2015,43,7651,3383326,460,439,441
967,8/3/2015,41,3667,1649736,458,440,457
968,8/2/2015,9,558,249171,449,445,446
969,7/30/2015,23,3973,1815435,465,450,450
970,7/29/2015,3,120,56320,471,467,467
971,7/28/2015,7,682,328922,489,480,480
972,7/27/2015,37,8007,3888936,521,476,498
973,7/26/2015,5,140,70600,511,474,511
974,7/23/2015,47,7731,3451191,465,435,465
975,7/22/2015,41,7356,3155266,442,421,440
976,7/16/2015,5,391,163902,432,416,432
977,7/15/2015,15,2601,1075295,418,408,415
978,7/14/2015,14,3414,1399073,414,406,410
979,7/13/2015,3,1242,508699,410,409,409
980,7/12/2015,18,5083,2078989,412,405,411
981,7/9/2015,5,401,165640,416,410,410
982,7/8/2015,14,2073,843825,409,406,408
983,7/7/2015,36,6448,2614217,410,404,405
984,7/6/2015,5,330,134060,417,403,404
985,7/5/2015,11,1564,646616,419,408,417
986,7/2/2015,15,4059,1643141,408,403,405
987,7/1/2015,9,572,233930,410,408,410
988,6/30/2015,13,6613,2708936,415,406,415
989,6/29/2015,26,8930,3669790,420,406,420
990,6/28/2015,18,2180,910700,420,415,420
991,6/25/2015,9,833,348643,420,417,419
992,6/24/2015,8,1269,529878,425,414,414
993,6/23/2015,16,7897,3292563,423,415,420
994,6/22/2015,18,1380,571866,420,410,415
995,6/21/2015,9,1001,415603,416,413,415
996,6/18/2015,19,873,362996,422,412,416
997,6/17/2015,9,1700,720030,426,418,423
998,6/16/2015,10,1298,544264,426,418,426
999,6/15/2015,8,1505,629122,427,407,421
1000,6/14/2015,8,2431,1013256,420,413,413
1001,6/11/2015,16,2209,941044,432,422,425
1002,6/10/2015,5,880,381800,440,432,438
1003,6/9/2015,24,3888,1753306,463,438,448
1004,6/8/2015,18,1959,842943,438,425,430
1005,6/7/2015,11,5611,2408058,435,425,430
1006,6/4/2015,15,2566,1100750,440,420,420
1007,6/3/2015,16,1581,662618,432,402,432
1008,6/2/2015,4,181,72480,402,400,400
1009,6/1/2015,11,2353,937623,404,390,400
1010,5/31/2015,8,1141,455848,402,392,397
1011,5/28/2015,10,2330,901410,393,380,390
1012,5/27/2015,3,230,87810,390,376,376
1013,5/26/2015,7,1215,466395,397,370,397
1014,5/25/2015,13,844,307401,385,360,365
1015,5/24/2015,5,90,36080,424,392,392
1016,4/23/2015,13,1563,674415,434,430,432
1017,4/22/2015,7,619,269707,440,435,440
1018,4/21/2015,9,1312,569615,439,431,439
1019,4/20/2015,9,1363,594229,439,434,436
1020,4/19/2015,10,820,355050,437,429,436
1021,4/16/2015,60,8979,4145565,468,455,468
1022,4/15/2015,42,13284,6136508,475,455,474
1023,4/13/2015,34,4158,1942976,472,461,472
1024,4/12/2015,34,4345,2055726,482,468,479
1025,4/9/2015,22,7084,3217233,471,451,471
1026,4/8/2015,13,2164,977352,464,449,458
1027,4/7/2015,21,2372,1064202,451,446,450
1028,4/6/2015,28,3678,1651428,460,446,450
1029,4/5/2015,26,1330,609170,471,452,455
1030,4/2/2015,13,3444,1570932,465,455,465
1031,4/1/2015,22,2590,1193443,464,454,464
1032,3/31/2015,11,1282,591842,465,458,461
1033,3/30/2015,27,3598,1648978,469,451,459
1034,3/29/2015,6,531,249540,470,469,469
1035,3/26/2015,17,966,450516,476,463,476
1036,3/25/2015,12,797,369900,470,459,470
1037,3/24/2015,13,1251,582689,469,464,467
1038,3/23/2015,28,4993,2323706,470,463,469
1039,3/22/2015,22,6630,3104974,476,464,467
1040,3/19/2015,20,1882,889894,480,470,480
1041,3/18/2015,17,1901,893189,472,466,472
1042,3/17/2015,10,731,343263,473,467,471
1043,3/16/2015,17,1607,754534,475,467,471
1044,3/15/2015,17,2644,1253119,480,471,475
1045,3/12/2015,23,1710,821008,490,470,475
1046,3/11/2015,24,1618,776848,485,477,477
1047,3/10/2015,13,1061,516270,490,472,481
1048,3/9/2015,50,8858,4363621,504,485,497
1049,3/4/2015,17,2209,1070845,492,476,478
1050,3/3/2015,23,1590,760544,484,471,483
1051,3/2/2015,12,1111,538538,495,475,480
1052,3/1/2015,19,1184,563346,480,470,480
1053,2/26/2015,14,2405,1117678,475,460,475
1054,2/25/2015,29,2152,1006176,471,459,470
1055,2/24/2015,21,3018,1399450,465,460,465
1056,2/23/2015,18,3374,1556568,465,456,464
1057,2/22/2015,22,3088,1442825,472,464,464
1058,2/18/2015,26,2807,1332903,479,472,474
1059,2/16/2015,39,4307,2045393,479,472,479
1060,2/15/2015,20,1086,518101,482,476,477
1061,2/12/2015,29,5980,2867563,485,475,482
1062,2/11/2015,22,3776,1793976,480,470,476
1063,2/10/2015,32,3543,1667238,475,463,475
1064,2/9/2015,28,6337,3022364,484,470,479
1065,2/8/2015,30,2025,961031,476,471,475
1066,2/5/2015,24,2868,1359038,489,471,473
1067,2/4/2015,19,1946,934257,485,475,480
1068,2/3/2015,37,2126,1022403,490,472,483
1069,2/2/2015,24,3667,1790141,494,485,487
1070,2/1/2015,25,4653,2293868,496,491,493
1071,1/29/2015,67,10005,5006801,512,495,500
1072,1/28/2015,60,15503,7844801,513,498,509
1073,1/27/2015,96,13660,6777883,510,478,503
1074,1/26/2015,37,5767,2756099,484,470,481
1075,1/25/2015,35,2889,1376546,483,466,475
1076,1/22/2015,14,1265,600389,477,470,473
1077,1/20/2015,36,10113,4855761,489,474,478
1078,1/19/2015,57,7796,3815845,499,480,487
1079,1/18/2015,46,5160,2457433,485,473,475
1080,1/14/2015,64,11042,5227331,489,467,484
1081,1/13/2015,15,1012,478410,475,466,475
1082,1/12/2015,34,3521,1662570,479,468,473
1083,1/11/2015,22,3451,1634939,484,465,484
1084,1/8/2015,27,2511,1192029,480,472,473
1085,1/7/2015,37,3541,1665797,476,467,476
1086,1/6/2015,32,3920,1855816,480,466,475
1087,1/5/2015,17,1739,828237,487,471,487
1088,1/4/2015,17,1201,572959,481,474,478
1089,1/1/2015,20,2695,1283385,485,470,479
1090,12/31/2014,24,2969,1398316,490,464,476
1091,12/29/2014,20,2105,1003216,484,466,475
1092,12/28/2014,20,3257,1544943,484,470,484
1093,12/24/2014,24,3183,1469000,470,458,470
1094,12/23/2014,36,2357,1085223,470,447,467
1095,12/22/2014,44,4523,2091099,473,452,473
1096,12/21/2014,28,3044,1412599,475,461,464
1097,12/18/2014,21,2212,1042527,480,465,480
1098,12/17/2014,19,3200,1541419,488,479,485
1099,12/16/2014,33,5232,2561451,494,470,492
1100,12/15/2014,39,4393,2164203,505,481,497
1101,12/14/2014,22,3724,1791711,493,474,490
1102,12/11/2014,44,4644,2144460,479,457,469
1103,12/10/2014,7,567,258977,470,446,470
1104,12/9/2014,18,2366,1055494,450,442,446
1105,12/8/2014,27,1290,576619,450,443,448
1106,12/7/2014,18,1718,778573,458,448,452
1107,12/4/2014,27,2277,1053864,469,460,464
1108,12/3/2014,21,2153,981696,467,447,455
1109,12/2/2014,12,1108,490210,453,435,453
1110,12/1/2014,20,1733,765978,448,439,443
1111,11/30/2014,19,1452,645427,457,441,445
1112,11/25/2014,2,71,32695,465,457,457
1113,11/24/2014,13,1129,527558,475,461,465
1114,11/23/2014,42,5920,2802147,485,457,480
1115,11/20/2014,13,3097,1415268,460,449,457
1116,11/19/2014,22,1602,725958,466,440,457
1117,11/18/2014,54,5593,2436446,449,415,448
1118,11/17/2014,35,5025,2222843,453,430,430
1119,11/16/2014,21,2659,1216890,463,455,455
1120,11/13/2014,25,5215,2419866,479,455,463
1121,11/12/2014,19,3095,1456430,477,462,470
1122,11/11/2014,23,2460,1127792,470,443,470
1123,11/10/2014,39,7137,3301463,471,459,469
1124,11/9/2014,23,4361,2066075,482,470,470
1125,11/6/2014,29,4774,2310227,490,481,486
1126,11/5/2014,21,3198,1561916,493,477,490
1127,11/4/2014,28,4283,2036039,480,461,480
1128,11/3/2014,28,2984,1438935,490,476,478
1129,11/2/2014,19,3479,1691461,488,484,487
1130,10/30/2014,29,3239,1615458,502,496,496
1131,10/28/2014,26,3103,1559251,507,496,503
1132,10/27/2014,14,826,414552,508,500,508
1133,10/26/2014,5,318,158551,501,495,501
1134,10/22/2014,19,2166,1085421,514,495,505
1135,10/21/2014,27,1623,825062,517,506,506
1136,10/20/2014,20,1855,943601,515,504,512
1137,10/19/2014,32,2531,1283847,524,495,524
1138,10/16/2014,37,2026,1036190,515,500,512
1139,10/15/2014,29,3468,1751854,510,500,508
1140,10/14/2014,20,2216,1115048,505,496,500
1141,10/13/2014,63,6363,3163546,501,490,496
1142,10/12/2014,17,3534,1775044,519,494,499
1143,10/9/2014,19,4332,2232742,520,514,515
1144,10/8/2014,20,1950,1004294,520,507,520
1145,9/30/2014,15,4135,2203088,545,522,522
1146,9/29/2014,27,2590,1383477,549,526,549
1147,9/28/2014,36,5441,2872819,535,520,533
1148,9/24/2014,126,27922,14918155,555,509,533
1149,9/23/2014,21,1603,812465,509,472,509
1150,9/22/2014,40,4694,2150250,478,450,463
1151,9/21/2014,28,4876,2330048,491,472,473
1152,9/18/2014,31,4308,2113234,500,485,500
1153,9/17/2014,24,2141,1059526,501,491,491
1154,9/16/2014,41,5664,2813054,500,493,500
1155,9/15/2014,42,4559,2263865,500,490,495
1156,9/14/2014,46,11790,5894531,507,495,501
1157,9/11/2014,37,5116,2564786,515,494,510
1158,9/10/2014,64,17200,9003879,550,502,515
1159,9/9/2014,50,6261,3123354,514,480,510
1160,9/7/2014,34,8707,4224592,513,477,477
1161,9/4/2014,44,13269,6900500,528,514,516
1162,9/3/2014,56,6177,3338441,550,531,534
1163,9/1/2014,21,8096,4263430,540,524,540
1164,8/31/2014,34,7186,3881419,555,529,544
1165,8/28/2014,44,9333,5290522,581,555,555
1166,8/27/2014,68,13712,7637563,585,540,559
1167,8/26/2014,72,13423,7398733,590,527,532
1168,8/25/2014,55,13049,7367250,588,548,559
1169,8/24/2014,47,12176,7224524,607,586,600
1170,8/21/2014,70,12597,7501131,609,580,600
1171,8/20/2014,85,19673,11856208,610,588,605
1172,8/19/2014,110,17808,10869120,620,596,610
1173,8/18/2014,143,37244,22612552,644,595,612
1174,8/14/2014,84,15244,10054548,670,647,657
1175,8/13/2014,98,13102,8449188,660,633,660
1176,8/12/2014,62,7449,4790514,649,630,645
1177,8/7/2014,136,27587,17792836,668,635,655
1178,8/6/2014,110,19442,12733444,660,649,650
1179,8/5/2014,120,19507,12914583,670,648,657
1180,8/4/2014,128,16927,10936168,656,641,650
1181,8/3/2014,127,14283,9369036,662,650,659
1182,7/31/2014,127,17974,12129488,685,666,671
1183,7/30/2014,136,18615,12729507,700,670,680
1184,7/28/2014,59,11965,8266627,696,686,695
1185,7/27/2014,122,19175,13359885,700,690,699
1186,7/24/2014,122,18897,13278013,709,694,703
1187,7/23/2014,89,19797,13946533,711,698,710
1188,7/22/2014,129,26067,18395942,729,700,715
1189,7/21/2014,128,23797,17135329,740,700,740
1190,7/20/2014,124,17347,12664584,770,715,726
1191,7/17/2014,138,20796,14870226,742,700,729
1192,7/16/2014,94,15232,10654212,756,682,756
1193,7/15/2014,99,13822,9495058,693,680,690
1194,7/14/2014,199,41992,29488397,725,687,690
1195,7/13/2014,158,41709,29179671,739,677,698
1196,7/10/2014,139,53832,35530679,690,645,677
1197,7/9/2014,218,64933,43299474,690,630,660
1198,7/8/2014,183,75326,47099142,628,575,628
1199,7/7/2014,90,23528,12913417,571,540,571
1200,7/6/2014,77,10936,5934234,550,535,550
1201,7/3/2014,74,10454,5471823,540,511,540
1202,7/2/2014,55,8711,4581490,532,520,526
1203,7/1/2014,87,16496,8688752,536,515,530
1204,6/30/2014,123,17816,9248469,539,510,535
1205,6/29/2014,64,6659,3352126,535,494,535
1206,6/26/2014,25,2294,1124885,495,486,490
1207,6/25/2014,58,5342,2611158,495,481,490
1208,6/24/2014,72,4915,2379604,493,473,486
1209,6/23/2014,24,2822,1392972,499,490,492
1210,6/19/2014,43,4887,2433073,500,495,497
1211,6/18/2014,67,5595,2815179,506,498,504
1212,6/17/2014,77,13316,6679205,511,485,0
1213,6/16/2014,90,17798,8894533,511,485,504
